Team1                     ,Team1_Status,Team2                        ,Team2_Status,Date    ,Map        ,Event
Heretics                  ,l           ,NiP                          ,w           ,6-5-20  ,Vertigo    ,ESL One: Road to Rio - Europe
FATE                      ,w           ,Apeks                        ,l           ,6-5-20  ,Overpass   ,BLAST Rising 2020
Nordavind                 ,w           ,Demolition Crew              ,l           ,6-5-20  ,Mirage     ,ESEA MDL Season 34 Europe
Movistar Riders           ,w           ,Japaleno                     ,l           ,6-5-20  ,Mirage     ,BLAST Rising 2020
forZe                     ,w           ,Mustang Crew                 ,l           ,6-5-20  ,Train      ,Home Sweet Home Cup 3
forZe                     ,w           ,Mustang Crew                 ,l           ,6-5-20  ,Train      ,Home Sweet Home Cup 3
Natus Vincere             ,w           ,pro100                       ,l           ,6-5-20  ,Dust2      ,ESL One: Road to Rio - CIS
Natus Vincere             ,w           ,pro100                       ,l           ,6-5-20  ,Dust2      ,ESL One: Road to Rio - CIS
Espada                    ,w           ,Hard Legion                  ,l           ,6-5-20  ,Overpass   ,ESL One: Road to Rio - CIS
Espada                    ,w           ,Hard Legion                  ,l           ,6-5-20  ,Overpass   ,ESL One: Road to Rio - CIS
Syman                     ,l           ,Virtus.pro                   ,w           ,6-5-20  ,Inferno    ,ESL One: Road to Rio - CIS
Syman                     ,l           ,Virtus.pro                   ,w           ,6-5-20  ,Inferno    ,ESL One: Road to Rio - CIS
GODSENT                   ,l           ,Nordavind                    ,w           ,6-5-20  ,Overpass   ,LOOT.BET Season 6
GODSENT                   ,l           ,Nordavind                    ,w           ,6-5-20  ,Overpass   ,LOOT.BET Season 6
Salamander                ,w           ,AGO                          ,l           ,6-5-20  ,Dust2      ,Home Sweet Home Cup 3
Salamander                ,w           ,AGO                          ,l           ,6-5-20  ,Dust2      ,Home Sweet Home Cup 3
Skyfire                   ,l           ,PC419                        ,w           ,6-5-20  ,Mirage     ,ESEA MDL Season 34 Australia
Overt                     ,w           ,Justice                      ,l           ,6-5-20  ,Dust2      ,ESEA MDL Season 34 Australia
Mustang Crew              ,l           ,AGO                          ,w           ,6-5-20  ,Dust2      ,Home Sweet Home Cup 3
Mako                      ,l           ,Rooster                      ,w           ,6-5-20  ,Inferno    ,ESEA MDL Season 34 Australia
Mazaalai                  ,l           ,TYLOO                        ,w           ,6-5-20  ,Mirage     ,ESL One: Road to Rio - Asia
Mazaalai                  ,l           ,TYLOO                        ,w           ,6-5-20  ,Mirage     ,ESL One: Road to Rio - Asia
Heroic                    ,w           ,Secret                       ,l           ,6-5-20  ,Dust2      ,LOOT.BET Season 6
Heroic                    ,w           ,Secret                       ,l           ,6-5-20  ,Dust2      ,LOOT.BET Season 6
D13                       ,l           ,Camel Riders                 ,w           ,6-5-20  ,Dust2      ,ESL One: Road to Rio - Asia
D13                       ,l           ,Camel Riders                 ,w           ,6-5-20  ,Dust2      ,ESL One: Road to Rio - Asia
forZe                     ,l           ,Salamander                   ,w           ,6-5-20  ,Mirage     ,Home Sweet Home Cup 3
Beyond                    ,l           ,TIGER                        ,w           ,6-5-20  ,Dust2      ,ESL One: Road to Rio - Asia
Beyond                    ,l           ,TIGER                        ,w           ,6-5-20  ,Dust2      ,ESL One: Road to Rio - Asia
Lucid Dream               ,l           ,ViCi                         ,w           ,6-5-20  ,Nuke       ,ESL One: Road to Rio - Asia
Lucid Dream               ,l           ,ViCi                         ,w           ,6-5-20  ,Nuke       ,ESL One: Road to Rio - Asia
ORDER                     ,l           ,Renegades                    ,w           ,6-5-20  ,Inferno    ,ESL One: Road to Rio - Oceania
ORDER                     ,l           ,Renegades                    ,w           ,6-5-20  ,Inferno    ,ESL One: Road to Rio - Oceania
Ground Zero               ,l           ,Chiefs                       ,w           ,6-5-20  ,Nuke       ,ESL One: Road to Rio - Oceania
Ground Zero               ,l           ,Chiefs                       ,w           ,6-5-20  ,Nuke       ,ESL One: Road to Rio - Oceania
Polar Ace                 ,l           ,Morning Light                ,w           ,6-5-20  ,Overpass   ,ESEA MDL Season 34 North America
Under 21                  ,w           ,TeamOne                      ,l           ,6-5-20  ,Mirage     ,ESEA MDL Season 34 North America
Infinity                  ,l           ,Big Frames                   ,w           ,6-5-20  ,Mirage     ,ESEA MDL Season 34 North America
Chaos                     ,w           ,Big Frames                   ,l           ,6-5-20  ,Dust2      ,ESEA MDL Season 34 North America
Swedish Canadians         ,w           ,Rugratz                      ,l           ,6-5-20  ,Mirage     ,ESEA MDL Season 34 North America
AA                        ,l           ,Mythic                       ,w           ,6-5-20  ,Mirage     ,ESEA MDL Season 34 North America
Dignitas                  ,l           ,Astralis                     ,w           ,5-5-20  ,Dust2      ,ESL One: Road to Rio - Europe
Dignitas                  ,l           ,Astralis                     ,w           ,5-5-20  ,Dust2      ,ESL One: Road to Rio - Europe
Nordavind                 ,w           ,AGO                          ,l           ,5-5-20  ,Overpass   ,BLAST Rising 2020
Heretics                  ,l           ,NiP                          ,w           ,5-5-20  ,Overpass   ,ESL One: Road to Rio - Europe
Heretics                  ,w           ,NiP                          ,l           ,5-5-20  ,Overpass   ,ESL One: Road to Rio - Europe
HAVU                      ,w           ,Giants                       ,l           ,5-5-20  ,Dust2      ,BLAST Rising 2020
Giants                    ,l           ,AGO                          ,w           ,5-5-20  ,Dust2      ,BLAST Rising 2020
Apeks                     ,w           ,Virtus.pro                   ,l           ,5-5-20  ,Vertigo    ,Home Sweet Home Cup 3
Apeks                     ,l           ,Virtus.pro                   ,w           ,5-5-20  ,Vertigo    ,Home Sweet Home Cup 3
Apeks                     ,w           ,Virtus.pro                   ,l           ,5-5-20  ,Vertigo    ,Home Sweet Home Cup 3
Singularity               ,l           ,SKADE                        ,w           ,5-5-20  ,Mirage     ,ESEA MDL Season 34 Europe
c0ntact                   ,l           ,North                        ,w           ,5-5-20  ,Nuke       ,ESL One: Road to Rio - Europe
c0ntact                   ,l           ,North                        ,w           ,5-5-20  ,Vertigo    ,ESL One: Road to Rio - Europe
c0ntact                   ,w           ,North                        ,l           ,5-5-20  ,Vertigo    ,ESL One: Road to Rio - Europe
Nordavind                 ,l           ,HAVU                         ,w           ,5-5-20  ,Nuke       ,BLAST Rising 2020
Wisla Krakow              ,w           ,SKADE                        ,l           ,5-5-20  ,Nuke       ,ESEA MDL Season 34 Europe
GODSENT                   ,l           ,FaZe                         ,w           ,5-5-20  ,Nuke       ,ESL One: Road to Rio - Europe
GODSENT                   ,l           ,FaZe                         ,w           ,5-5-20  ,Nuke       ,ESL One: Road to Rio - Europe
Nordavind                 ,w           ,Giants                       ,l           ,5-5-20  ,Inferno    ,BLAST Rising 2020
AGO                       ,l           ,HAVU                         ,w           ,5-5-20  ,Train      ,BLAST Rising 2020
Apeks                     ,w           ,AVEZ                         ,l           ,5-5-20  ,Inferno    ,Home Sweet Home Cup 3
Apeks                     ,w           ,AVEZ                         ,l           ,5-5-20  ,Inferno    ,Home Sweet Home Cup 3
Winstrike                 ,l           ,forZe                        ,w           ,5-5-20  ,Nuke       ,ESL One: Road to Rio - CIS
Winstrike                 ,l           ,forZe                        ,w           ,5-5-20  ,Nuke       ,ESL One: Road to Rio - CIS
Unique                    ,l           ,Spirit                       ,w           ,5-5-20  ,Dust2      ,ESL One: Road to Rio - CIS
Unique                    ,l           ,Spirit                       ,w           ,5-5-20  ,Dust2      ,ESL One: Road to Rio - CIS
Gambit Youngsters         ,l           ,Nemiga                       ,w           ,5-5-20  ,Mirage     ,ESL One: Road to Rio - CIS
Gambit Youngsters         ,w           ,Nemiga                       ,l           ,5-5-20  ,Mirage     ,ESL One: Road to Rio - CIS
Gambit Youngsters         ,l           ,Nemiga                       ,w           ,5-5-20  ,Mirage     ,ESL One: Road to Rio - CIS
Virtus.pro                ,l           ,Sprout                       ,w           ,5-5-20  ,Mirage     ,Home Sweet Home Cup 3
Virtus.pro                ,l           ,Sprout                       ,w           ,5-5-20  ,Mirage     ,Home Sweet Home Cup 3
Justice                   ,l           ,Skyfire                      ,w           ,5-5-20  ,Mirage     ,ESEA MDL Season 34 Australia
Ground Zero               ,w           ,esea open                    ,l           ,5-5-20  ,Nuke       ,ESEA MDL Season 34 Australia
Rooster                   ,w           ,Overt                        ,l           ,5-5-20  ,Overpass   ,ESEA MDL Season 34 Australia
AVEZ                      ,l           ,Sprout                       ,w           ,5-5-20  ,Train      ,Home Sweet Home Cup 3
Mako                      ,l           ,Skyfire                      ,w           ,5-5-20  ,Nuke       ,ESEA MDL Season 34 Australia
Bantz                     ,w           ,esea open                    ,l           ,5-5-20  ,Inferno    ,ESEA MDL Season 34 Australia
Apeks                     ,l           ,Virtus.pro                   ,w           ,5-5-20  ,Vertigo    ,Home Sweet Home Cup 3
Keyd                      ,l           ,W7M                          ,w           ,5-5-20  ,Inferno    ,CLUTCH Season 2
Keyd                      ,l           ,W7M                          ,w           ,5-5-20  ,Inferno    ,CLUTCH Season 2
DETONA                    ,w           ,Bravos                       ,l           ,4-5-20  ,Nuke       ,CLUTCH Season 2
DETONA                    ,l           ,Bravos                       ,w           ,4-5-20  ,Nuke       ,CLUTCH Season 2
Salamander                ,w           ,Tricked                      ,l           ,4-5-20  ,Mirage     ,BLAST Rising 2020
ALTERNATE aTTaX           ,l           ,Endpoint                     ,w           ,4-5-20  ,Inferno    ,BLAST Rising 2020
Endpoint                  ,w           ,Tricked                      ,l           ,4-5-20  ,Mirage     ,BLAST Rising 2020
Salamander                ,l           ,ALTERNATE aTTaX              ,w           ,4-5-20  ,Dust2      ,BLAST Rising 2020
Endpoint                  ,w           ,Salamander                   ,l           ,4-5-20  ,Dust2      ,BLAST Rising 2020
forZe                     ,l           ,Gambit Youngsters            ,w           ,4-5-20  ,Overpass   ,LOOT.BET Season 6
forZe                     ,l           ,Gambit Youngsters            ,w           ,4-5-20  ,Overpass   ,LOOT.BET Season 6
Tricked                   ,l           ,ALTERNATE aTTaX              ,w           ,4-5-20  ,Train      ,BLAST Rising 2020
Nordavind                 ,w           ,Sprout                       ,l           ,4-5-20  ,Nuke       ,LOOT.BET Season 6
Nordavind                 ,w           ,Sprout                       ,l           ,4-5-20  ,Nuke       ,LOOT.BET Season 6
Chiefs                    ,w           ,Forbidden                    ,l           ,4-5-20  ,Vertigo    ,ESEA MDL Season 34 Australia
Mako                      ,l           ,Ground Zero                  ,w           ,4-5-20  ,Inferno    ,ESEA MDL Season 34 Australia
Paradox                   ,w           ,esea open                    ,l           ,4-5-20  ,Inferno    ,ESEA MDL Season 34 Australia
Heretics                  ,l           ,Secret                       ,w           ,4-5-20  ,Nuke       ,LOOT.BET Season 6
